Course Name,Category,Subcategory,Overall Rating,Number of Ratings,Students Enrolled,Created By,Last Update,Language,Number of Translations,Original Price,Discounted Price,Course Duration,Number of Lessons
Learning Path: Delphi: Cross-Platform Apps with Delphi,Game Development,Delphi,4,94,609,Packt Publishing,10.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,12.5 hours,None
Learn To Code By Making Games in Python,Game Development,Python Game Development,3.9,94,"11,330",Sachin Kafle,10.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,22.5 hours,1
Android Developer Interview Preparation Guide,Mobile Development,Coding Interview,4.4,94,888,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",11.202,English,English [Auto],ג‚×259.90,ג‚×43.90,2.5 hours,11
Creating Kid's Games with Construct 2,Game Development,Construct Game Engine,3.4,94,461,Greg Pugh,12.2014,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
Business Statistics Fundamentals,Data Science,Statistics,4.4,94,"1,450",Rajarshi Sarma,12.2022,English,English [Auto],ג‚×179.90,ג‚×43.90,8.5 hours,1
Learning Doctrine The Easy Way!,Programming Languages,Doctrine Project,3.9,93,621,Infinite Skills,1.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,10 hours,1
Xamarin Forms MVVM With Prism,Mobile Development,Xamarin.Forms,3.9,93,410,Amr Swalha,1.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,1
AutoCAD Programming using C# with Windows Forms,Programming Languages,C#,4.8,93,568,Arnold Higuit,1.202,English,English [Auto],ג‚×179.90,ג‚×43.90,9 hours,None
Simple and Advanced Topics of Animating 2D Characters,Game Development,Character Animation,4.8,93,"49,152",Sandor Kiss,2.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,1
"Web Development Essentials - HTML5, CSS, Javascript",Web Development,Web Development,3.4,93,429,Shay Tavor,2.2019,English,English [Auto],ג‚×249.90,ג‚×43.90,4.5 hours,9
Getting Started with .NET Core SignalR,Software Engineering,SignalR,4.6,93,350,Manish Narayan,3.202,English,English [Auto],ג‚×229.90,ג‚×43.90,2 hours,None
Advance Your Career with MATLAB Programming,Programming Languages,MATLAB,4.3,93,726,Joe Papa,4.2016,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,None
Lua Programming - Master the Basics,Programming Languages,Lua,3,93,"2,627",EDUmobile Academy,4.2018,English,,ג‚×329.90,ג‚×43.90,1 hour,None
Welcome To Game Design - Master Board Game Design,Game Development,Game Design,4.4,93,700,John Haste One Day Code,4.202,English,"English [Auto], Portuguese",ג‚×89.90,ג‚×43.90,3.5 hours,3
C to Learn Programming Technique : C to Master Skills,Web Development,C (programming language),4.1,93,"1,910",Sandeep Thakur,4.2021,English,,ג‚×349.90,ג‚×43.90,17 hours,None
Learn Express,Web Development,Express Framework,4.2,93,"1,424",Daniel Stern,5.2015,English,English [Auto],ג‚×89.90,ג‚×43.90,1.5 hours,None
Getting Started with NodeJS for Beginners,Web Development,Node.Js,4.1,93,"1,673",EDUmobile Academy,5.2016,English,English [Auto],ג‚×349.90,ג‚×43.90,1 hour,None
"Vue & Django Full Stack: web app, backend API",Web Development,Vue JS,4.6,93,484,Krystian Czekalski,5.202,English,English [Auto],ג‚×349.90,ג‚×43.90,12.5 hours,None
Neural Networks for Machine Learning From Scratch,Data Science,Python,4,93,589,Sefik Ilkin Serengil,6.202,English,English,ג‚×349.90,ג‚×43.90,3 hours,None
PyScript Fundamentals 101- Run Python in your Browser's HTML,Web Development,Web Development,4.3,93,"25,973",Prince Patni,6.2022,English,English [Auto],ג‚×89.90,ג‚×43.90,1.5 hours,None
Learn to Code in Game Maker Language,Game Development,GameMaker Studio,4,93,742,Nicholas Cohran,7.2015,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,5
"C, C++, Java; A Programming MegaPrimer for Beginners",Programming Languages,Java,4.1,93,753,Igneus Technologies,8.2014,English,English [Auto],ג‚×349.90,ג‚×43.90,12 hours,2
Java Functional Programming,Programming Languages,Functional Programming,3.7,93,997,Lharrach Abdellah,9.2016,English,English [Auto],ג‚×159.90,ג‚×43.90,2.5 hours,1
Design and Control of DC/DC converter MATLAB/Simulink,Programming Languages,MATLAB,3.7,93,432,Mo'ath Yousef AbuTo'amah,9.2016,English,English [Auto],ג‚×249.90,ג‚×43.90,4.5 hours,None
C# Logical Puzzles Games & Algorithm Projects (step by step),Programming Languages,C#,4.7,93,"10,913",Pavol Almasi,10.202,English,English [Auto],ג‚×69.90,ג‚×43.90,7 hours,1
Learn Servlets and JSP: Basics in a few hours,Web Development,Servlet,4.5,93,"21,350",Anand Srinivas,10.2021,English,English [Auto],ג‚×319.90,ג‚×43.90,7 hours,None
Vmware and Microsoft Hyper V Fundamentals For Begginners,Software Engineering,VMware Virtualization,4.2,93,"4,072",Tariq Khan,10.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,None
SSL/TLS essentials: theory and implementation,Web Development,SSL/TLS,4.4,93,"1,557",Ahmed Elfakharany,10.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,2 hours,None
Python And Django Framework And HTML 5 Complete Course 2022,Programming Languages,Django,4.6,93,"19,025",Horizon Tech,11.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,11.5 hours,None
"Build Real World Website with PHP, PDO & MySQL",Web Development,PHP,4.6,93,"25,890",Md. A. Barik,12.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,8 hours,None
Spring Boot 3 Thymeleaf REAL-TIME Web Application - Blog App,Web Development,Spring Boot,4.6,93,529,Ramesh Fadatare (Java Guides),12.2022,English,English,ג‚×139.90,ג‚×43.90,12 hours,15
Using Elasticsearch and Kibana,Programming Languages,Elasticsearch,4,92,"1,648",Loony Corn,1.202,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,1
The Ultimate Hands-on Kivymd |Tame your Python Kivy Skills,Programming Languages,Kivy,4.3,92,494,Nileg Production,1.2023,English,English [Auto],ג‚×179.90,ג‚×43.90,10 hours,None
ASP.NET Core Web API Bootcamp - Build REST APIs with C# .NET,Software Engineering,ASP.NET Core,4.6,92,"1,587",Lasse Klֳ¼ver,1.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,11 hours,1
Windows Azure Programming,Programming Languages,Microsoft Azure,4.4,92,679,Bill Lodin,2.2014,English,English [Auto],ג‚×69.90,ג‚×43.90,2.5 hours,None
QGIS and Google Earth Engine Python API for Spatial Analysis,Programming Languages,Google Earth Engine,4.4,92,551,Dr. Alemayehu Midekisa,2.2023,English,,ג‚×105.90,ג‚×43.90,3.5 hours,3
Advanced VDI with VMware Horizon 7,Software Development Tools,VMware Horizon,4.8,92,670,Packt Publishing,3.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,None
Module 3: Piping Engineering & Design - ENGLISH,Software Development Tools,Piping,4.3,92,251,Professional Engineering,3.2019,English,English [Auto],ג‚×105.90,None,4 hours,None
EssentialSQL: Database Normalization Simplified,Database Design & Development,Database Design,4.4,92,455,Kris Wenzel,3.2023,English,English [Auto],ג‚×209.90,ג‚×43.90,1 hour,2
"Scala Advanced, Part 3 - Functional Programming, Performance",Programming Languages,Scala,4.7,92,"1,057",Dick Wall,3.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,1
C# Test Your Skills and Get Certified for Beginners,Programming Languages,C#,3.8,92,"15,200",ProTech Academy,4.2019,English,,ג‚×179.90,ג‚×43.90,2 practice tests,None
React & AWS Amplify build a complete serverless app w/ CI/CD,Web Development,AWS Amplify,3.8,92,855,Icaro Lavrador,4.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,5.5 hours,None
Laravel Microservices: Breaking a Monolith to Microservices,Web Development,Microservices,4.3,92,935,Antonio Papa,4.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,7.5 hours,None
"Automation testing with Puppeteer, Playwright and CodeceptJS",Software Testing,Automation Testing,3.9,92,"1,236",Karthik KK,4.2023,English,English [Auto],ג‚×105.90,None,8.5 hours,17
Next JS & Typescript Full Stack Blog App,Web Development,Next.js,4.6,92,829,Niraj Dhungana,4.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,32.5 hours,8
Optical Character Recognition (OCR) in Python,Data Science,OCR (Optical Character Recognition),4.7,92,"1,054",Jones Granatyr,4.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,13 hours,2
"Assembly Programming For All Platforms, Learn To Code",Programming Languages,Assembly Language,3.6,92,"14,563",Frahaan Hussain,5.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,7
TornadoFX - Build JavaFX Applications With Kotlin,Software Engineering,JavaFX,3.6,92,665,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",5.202,English,English [Auto],ג‚×349.90,ג‚×43.90,9 hours,14
Neural Network Trading Bot,Data Science,Neural Networks,3.5,92,679,Vinay Phadnis,5.202,English,English [Auto],ג‚×349.90,ג‚×43.90,5 hours,6
Complete Website Design Bootcamp! Front-End Web Development,Web Development,Front End Web Development,4.8,92,"8,926",Emenwa Global,5.2023,English,,ג‚×349.90,ג‚×43.90,18.5 hours,6
Detox & Cucumber: React Native E2E - Beginner to Advanced,Software Testing,Mobile Testing,4.5,92,929,Jose Buenestado,5.2023,English,English [Auto],ג‚×209.90,ג‚×43.90,14 hours,5
Mastering Odoo v11.0 Development,Web Development,Odoo,2.6,92,445,Mohamed Magdy,6.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,2
Learn Flutter from scratch,Mobile Development,App Development,3.8,92,385,Raja yogan,6.2018,English,English [Auto],ג‚×69.90,ג‚×43.90,4 hours,4
Learn to create database Apps Using C# and SQL Server,Database Design & Development,C#,4.5,92,"15,182",Bluelime Learning Solutions,6.2021,English,English [Auto],ג‚×329.90,ג‚×43.90,3 hours,3
Facial recognition using Raspberry Pi and OpenCV,Programming Languages,Raspberry Pi,3.3,92,705,Venkatesh Varadachari,7.2017,English,,ג‚×329.90,ג‚×43.90,42 mins,8
NodeJs React Rest Summer Special 2020,Web Development,Node.Js,4.7,92,"36,502",Zach LaCourse,7.202,English,English [Auto],ג‚×69.90,ג‚×43.90,26 hours,4
HTML CSS and SASS Bootcamp,Web Development,CSS,4.4,92,410,Ewomazino Akpareva,7.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,18.5 hours,2
Build a Simple Calculator in React + JavaScript Foundations,Web Development,React JS,4.2,92,"25,438",YouAccel Training,7.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,None
How to Become a Programmer,Programming Languages,Web Development,4.3,92,"3,716",Coder Vox,8.2015,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,None
Creating HTML5 banners & animations using Adobe Animate CC,Web Development,Banner Design,4,92,"2,600",Yashin Soraballee,8.2017,English,English [Auto],ג‚×69.90,ג‚×43.90,1 hour,None
PostgreSQL For Beginners,Database Design & Development,PostgreSQL,3.9,92,"1,073",Bluelime Learning Solutions,8.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,7.5 hours,1
"Salesforce: REST Integration with JSON, HTTP and OAuth 2.0",Programming Languages,Salesforce Integration,3.6,92,405,Paaa Leaders,8.2021,English,,ג‚×69.90,ג‚×43.90,5.5 hours,None
Data Science 4 Newbs! Skills + Basic Web Experiment Analysis,Data Science,Data Science,4.3,92,"2,204",Larry Wai,9.2016,English,English [Auto],ג‚×209.90,ג‚×43.90,1.5 hours,None
Serverless Development with AWS Lambda and NodeJS,Web Development,AWS Lambda,4.1,92,470,Eduonix Learning Solutions,9.2019,English,English [Auto],ג‚×179.90,ג‚×43.90,7.5 hours,None
Eclipse | Your Basic Java Programming Course,Web Development,Java,4.2,92,"5,124",Programming Tut,10.2018,English,English [Auto],ג‚×179.90,ג‚×43.90,1.5 hours,None
Learning Joomla! 3 Extension Development,Web Development,Joomla,3.5,92,476,Packt Publishing,11.2015,English,English [Auto],ג‚×299.90,ג‚×43.90,1.5 hours,None
Android App Development Course,Mobile Development,Android Development,4.1,92,"9,912",Zeeshan Mehdi,11.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,15.5 hours,None
The Complete TypeScript Programming Guide for Web Developers,Web Development,Typescript,4.2,92,458,Eduonix Learning Solutions,12.2018,English,English [Auto],ג‚×139.90,ג‚×43.90,4 hours,1
Unity + SQL Databases Player Management Leaderboards + More!,Game Development,Unity,3.9,92,"14,537",Austin Patkos,12.2021,English,English [Auto],ג‚×399.90,ג‚×45.90,8 hours,2
How To Create A Website With Wordpress From Scratch,Web Development,WordPress,4.3,91,"7,702",Sorin Constantin,1.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,3.5 hours,None
Rapid PrimeFaces,Web Development,PrimeFaces,3.8,91,490,Packt Publishing,2.2015,English,English [Auto],ג‚×179.90,ג‚×43.90,1.5 hours,None
How to Use Chrome Developer Tools,Software Development Tools,Chrome Developer Tools,4.1,91,"11,976",Stone River eLearning,2.2017,English,English [Auto],ג‚×179.90,ג‚×43.90,38 mins,1
Swift 4 and iOS 11: Building a Store Front App,Mobile Development,iOS Development,4.6,91,716,Andi Setiyadi,2.2019,English,English [Auto],ג‚×69.90,ג‚×43.90,25 hours,8
HTML for beginners,Web Development,HTML,4.2,91,"9,164",Ahmed Ahmed Hassan,2.2019,English,"English, French, 1 more",ג‚×209.90,ג‚×43.90,2.5 hours,None
Odoo 13 Website Development,Web Development,Odoo,3.7,91,354,Maki Turki,2.202,English,English [Auto],ג‚×89.90,ג‚×43.90,4.5 hours,None
Develop Discord Bots in Python - Ultimate Course,Programming Languages,Discord (platform),4.2,91,"1,761",Alex Burg,3.2023,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,14
Cucumber Selenium MasterClass: Design BDD Cucumber Framework,Software Testing,Cucumber Software,4,91,"1,852",LevelUp360ֲ° DevOps | GCP | Terraform | Kubernetes | Ansible,4.2023,English,English [Auto],ג‚×179.90,ג‚×43.90,7 hours,3
Product Management Foundations,Web Development,Product Management,4.5,91,"5,603",Deepak Kumar Panda,5.202,English,English [Auto],ג‚×69.90,ג‚×43.90,3 hours,1
Intermediate iOS 10 - Advance Your Skills,Mobile Development,iOS Development,4.4,91,"1,059",Nick Walter,6.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,14.5 hours,7
Interaction Design Specialist For Web Developers,Web Development,Web Design,4,91,"23,697",ClayDesk E-learning,7.202,English,English [Auto],ג‚×329.90,ג‚×43.90,2 hours,5
Understanding The Internals Of The Unix Kernel Architecture,Programming Languages,Unix,3.4,91,"3,353",Satish Venkatesh,7.2021,English,English [Auto],ג‚×69.90,ג‚×43.90,6.5 hours,16
SQL with PostgreSQL for Beginners: Analyze | Manipulate Data,Database Design & Development,PostgreSQL,4.1,91,"20,240",Bluelime Learning Solutions,7.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,7 hours,1
Fast-Track Wix Website Design for Entrepreneurs -No Coding!,No-Code Development,Web Design,3.9,91,720,Traci Synatschk,8.2016,English,English [Auto],ג‚×179.90,ג‚×43.90,3.5 hours,None
Learn JavaScript from Scratch: The Ultimate Beginners Course,Web Development,JavaScript,4.2,91,"14,120",Juan E. Galvan,8.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,6.5 hours,None
Build your own awesome responsive Personal PORTFOLIO site,Web Development,Front End Web Development,3.7,91,"12,811",Biplov Jha,8.2021,English,,ג‚×69.90,ג‚×43.90,10.5 hours,None
Power Pages - A Complete Guide to Microsoft Power Pages,No-Code Development,Microsoft Power Apps,4.1,91,"17,516",Prince Patni,8.2022,English,English [Auto],ג‚×89.90,ג‚×43.90,3.5 hours,None
Complete Python GUI With Tkinter - Two Real World Projects,Programming Languages,TkInter,4.9,91,439,Hara Gopal,9.2018,English,English [Auto],ג‚×69.90,ג‚×43.90,5 hours,None
Java Development Mega Course: Build Projects Practically,Web Development,Java,3.9,91,"1,269",Engineering Org In,9.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,75 hours,45
The Extreme Web Development Course - For Beginners,Web Development,Web Development,3.7,91,"1,539",Paul Carlo Tordecilla,10.2017,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,None
Full-Stack Web Developer Bootcamp with Real Projects,Web Development,Full Stack Web Development,4.4,91,506,Eldor Togaymurotov,10.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,22 hours,None
Joomla 3 Template Design,Web Development,Joomla,3.7,91,688,OS Training LLC,11.2013,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
How To Become An App Developer in 3 hours,Mobile Development,App Development,4.6,91,372,Johan Nordin,11.2017,English,,ג‚×123.90,ג‚×43.90,3 hours,None
Bootstrap 4 Single Page Website from Scratch,Web Development,Bootstrap,4.4,91,"3,283",Laurence Svekis,11.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,1 hour,9
Building HTML5 Canvas projects from scratch,Web Development,HTML5,3.1,91,"28,134",Laurence Svekis,11.2019,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,3
CSS Layout Techniques,Web Development,CSS,3.8,91,434,Crypters Infotech,11.202,English,English [Auto],ג‚×249.90,ג‚×43.90,4 hours,1
Create a NEW programming Language from scratch,Programming Languages,Programming Fundamentals,2.5,91,"1,715",Harshit Srivastava,11.202,English,,ג‚×69.90,ג‚×43.90,1.5 hours,1
Music Streaming Application in Xamarin Forms,Mobile Development,Xamarin.Forms,4.2,91,525,Asfend Yar Hamid,11.202,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,1
Essential Git - All You Need to Know to Use Git Effectively,Software Development Tools,Git,4.6,91,758,Jorge Escobar,12.2017,English,English [Auto],ג‚×105.90,ג‚×43.90,1.5 hours,2
JavaScript : Core and advanced (2023),Programming Languages,JavaScript,4.5,91,"2,592",Jayanta Sarkar,12.2022,English,English [Auto],ג‚×349.90,ג‚×43.90,13.5 hours,None
Create Fun Games and School Presentations Using Scratch 2.0,Game Development,Scratch Programming,4.8,90,669,Santanu Das,1.2015,English,English [Auto],ג‚×69.90,ג‚×43.90,3.5 hours,None
SAP PO: Custom Adapter Module Training with 8 Programs,Software Development Tools,SAP PO,2.8,90,799,Srinivas Vanamala,1.2019,English,"English [Auto], Japanese [Auto]",ג‚×105.90,ג‚×43.90,2.5 hours,11
"Unity Tutorial: Idle, Clicker, Incremental Game",Game Development,Game Development Fundamentals,4.5,90,426,Octo Man,1.202,English,English [Auto],ג‚×349.90,ג‚×43.90,4 hours,None
Complete Java Tutorial Step by Step - become a programmer,Programming Languages,Java,4.6,90,425,Shibaji Paul,1.202,English,English [Auto],ג‚×349.90,ג‚×43.90,23.5 hours,None
Building Youtube Clone Using Laravel and Livewire,Web Development,FFmpeg,4.1,90,"10,427",Abdulaziz Al Zaabi,1.2022,English,English [Auto],ג‚×105.90,ג‚×43.90,7 hours,None
Create Fitbit Ionic Clock Faces using JavaScript,Mobile Development,JavaScript,4.5,90,358,Barry Michael Doyle,2.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,2 hours,5
Artificial Intelligence and Machine Learning Fundamentals,Data Science,Machine Learning,3.8,90,567,Packt Publishing,2.202,English,English [Auto],ג‚×349.90,ג‚×43.90,8 hours,None
Master class Bootstrap 5 Course - Responsive Web Design,Web Development,Bootstrap,4.2,90,"17,153",Frahaan Hussain,2.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,6 hours,None
Foundation for Oracle Database Administrator (DBA),Database Design & Development,Linux,3.4,90,"16,875",Zulqarnain Hayat,3.202,English,,ג‚×299.90,ג‚×43.90,5 hours,None
Flutter Web: Create A Responsive Sleek Developer Portfolio,Mobile Development,Google Flutter,4.4,90,503,Haris Samingan,3.2021,English,English [Auto],ג‚×349.90,ג‚×43.90,8 hours,23
Build a Augmented Reality (AR) App and Game with Unity 2021,Game Development,Augmented Reality,3.8,90,"19,705",Tanveer Sabir,3.2023,English,English [Auto],ג‚×319.90,ג‚×45.90,3.5 hours,None
150+ Exercises - Object Oriented Programming in Python - OOP,Programming Languages,Object Oriented Programming,3.8,90,"24,851",Paweֵ‚ Krakowiak,3.2023,English,English,ג‚×69.90,ג‚×43.90,28 mins,156
Learn GREP and SED on Linux for Beginners,Programming Languages,Linux,4.5,90,"2,336",EDUmobile Academy,4.2016,English,English [Auto],ג‚×123.90,ג‚×43.90,1 hour,1
Making 2D games in unity,Game Development,C#,2.9,90,"9,684",Forrest Lowe,5.2022,English,English [Auto],ג‚×69.90,ג‚×43.90,22 hours,2
Developing Role-Based Full-Stack App : Spring Boot + Angular,Web Development,Spring Boot,4.7,90,665,Java Corner (Karim),5.2023,English,English [CC],ג‚×69.90,ג‚×43.90,29 hours,None
Complete Godot 4 Game Developer 2D Online Course,Game Development,Godot,4.8,90,"1,322",Kaan Alpar,5.2023,English,English [Auto],ג‚×349.90,ג‚×43.90,11.5 hours,None
SQL Code Challenges: Use SQL to answer Business questions,Database Design & Development,SQL,4,90,"16,120",Bluelime Learning Solutions,6.2021,English,English [Auto],ג‚×139.90,ג‚×43.90,3 hours,3
High Performance Scientific Computing with C,Programming Languages,C (programming language),4.5,90,608,Packt Publishing,8.2018,English,English [Auto],ג‚×349.90,ג‚×43.90,2.5 hours,None
